branch,id_branch_base,date,hour,event_type,id_event,event,Placa,speed,time,lat,lon,name,odometer,id_truck,month,day_period,day_hour,region,state,city,road,odometer2,km_ran,base_speed
Free Road,10109,2020-02-05,16:41:07,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,HYG9576,78,00:00:01,-6.998457,-34.82828,Bobby Cannavale ,83669.3,GHY10587,2020-02,Afternoon,16,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,83669.3,0.0,60/80
Free Road,10109,2020-02-05,16:41:08,DRY SPEED EVENT,229,EXCESS SPEED DRY ROAD SECTION,HYG9576,81,00:00:02,-6.99825,-34.82827,Bobby Cannavale ,83669.3,GHY10587,2020-02,Afternoon,16,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,83669.3,0.0,over 80
Free Road,10109,2020-02-05,16:41:22,TELEMETRY,236,ABRUPT BRAKE,HYG9576,0,00:00:00,-6.996294,-34.82815,Bobby Cannavale ,83669.3,GHY10587,2020-02,Afternoon,16,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,83669.3,0.0,0/20
Free Road,10109,2020-02-05,16:44:41,RAIN SPEED EVENT,228,EXCESS SPEED RAIL ROAD WITH RAIN,HYG9576,67,00:00:08,-6.993303,-34.82823,Bobby Cannavale ,83669.3,GHY10587,2020-02,Afternoon,16,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,83669.3,0.0,60/80
Free Road,10109,2020-02-05,16:44:42,PRE-INFRINGEMENT RAIN,222,PRE-INFRINGEMENT OF EXCESS SPEED WITH RAIN,HYG9576,59,00:00:01,-6.993146,-34.82825,Bobby Cannavale ,83669.3,GHY10587,2020-02,Afternoon,16,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,83669.3,0.0,40/60
Free Road,10109,2020-02-05,16:44:54,PRE-INFRINGEMENT RAIN,222,PRE-INFRINGEMENT OF EXCESS SPEED WITH RAIN,HYG9576,63,00:00:05,-6.991354,-34.82839,Bobby Cannavale ,83669.3,GHY10587,2020-02,Afternoon,16,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,83669.4,0.1,60/80
Free Road,10109,2020-02-05,16:45:17,PRE-INFRINGEMENT RAIN,222,PRE-INFRINGEMENT OF EXCESS SPEED WITH RAIN,HYG9576,59,00:00:01,-6.992087,-34.82858,Bobby Cannavale ,83669.4,GHY10587,2020-02,Afternoon,16,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,83669.4,0.0,40/60
Free Road,10109,2020-02-05,16:45:27,RAIN SPEED EVENT,228,EXCESS SPEED RAIL ROAD WITH RAIN,HYG9576,64,00:00:11,-6.993734,-34.82829,Bobby Cannavale ,83669.4,GHY10587,2020-02,Afternoon,16,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,83669.4,0.0,60/80
Free Road,10109,2020-02-05,16:45:28,PRE-INFRINGEMENT RAIN,222,PRE-INFRINGEMENT OF EXCESS SPEED WITH RAIN,HYG9576,60,00:00:01,-6.993891,-34.82828,Bobby Cannavale ,83669.4,GHY10587,2020-02,Afternoon,16,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,83669.4,0.0,40/60
Free Road,10109,2020-02-05,16:45:49,PRE-INFRINGEMENT RAIN,222,PRE-INFRINGEMENT OF EXCESS SPEED WITH RAIN,HYG9576,59,00:00:02,-6.996896,-34.8283,Bobby Cannavale ,83669.4,GHY10587,2020-02,Afternoon,16,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,83669.4,0.0,40/60
Free Road,10109,2020-02-05,16:45:56,RAIN SPEED EVENT,228,EXCESS SPEED RAIL ROAD WITH RAIN,HYG9576,65,00:00:08,-6.998075,-34.82834,Bobby Cannavale ,83669.4,GHY10587,2020-02,Afternoon,16,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,83669.4,0.0,60/80
Free Road,10109,2020-02-05,16:45:58,PRE-INFRINGEMENT RAIN,222,PRE-INFRINGEMENT OF EXCESS SPEED WITH RAIN,HYG9576,60,00:00:02,-6.998395,-34.82836,Bobby Cannavale ,83669.4,GHY10587,2020-02,Afternoon,16,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,83670.8,1.4,40/60
Free Road,10109,2020-02-06,09:02:28,DRY SPEED EVENT,229,EXCESS SPEED DRY ROAD SECTION,HYG9576,90,00:00:12,-7.024521,-34.83781,Bobby Cannavale ,83670.8,GHY10587,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,83670.8,0.0,over 80
Free Road,10109,2020-02-06,09:02:55,TELEMETRY,237,DOWNHILL WITHOUT GEAR,HYG9576,0,00:00:13,-7.028674,-34.83971,Bobby Cannavale ,83670.8,GHY10587,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,83671.1,0.3,0/20
Free Road,10109,2020-02-06,09:06:40,RAIN SPEED EVENT,228,EXCESS SPEED RAIL ROAD WITH RAIN,HYG9576,68,00:00:14,-7.055589,-34.85067,Bobby Cannavale ,83671.1,GHY10587,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,83671.1,0.0,60/80
Free Road,10109,2020-02-06,09:06:41,PRE-INFRINGEMENT RAIN,222,PRE-INFRINGEMENT OF EXCESS SPEED WITH RAIN,HYG9576,60,00:00:01,-7.055753,-34.85068,Bobby Cannavale ,83671.1,GHY10587,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,83671.6,0.5,40/60
Free Road,10109,2020-02-06,09:12:13,DRY SPEED EVENT,229,EXCESS SPEED DRY ROAD SECTION,HYG9576,81,00:00:01,-7.03309,-34.84165,Bobby Cannavale ,83671.6,GHY10587,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,83671.6,0.0,over 80
Free Road,10109,2020-02-06,09:12:14,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,HYG9576,80,00:00:01,-7.032898,-34.84156,Bobby Cannavale ,83671.6,GHY10587,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,83672.1,0.5,60/80
Free Road,10109,2020-02-06,09:16:56,TELEMETRY,236,ABRUPT BRAKE,HYG9576,0,00:00:00,-6.991368,-34.8284,Bobby Cannavale ,83672.1,GHY10587,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,83672.3,0.2,0/20
Free Road,10109,2020-02-06,09:23:31,SPOKEN ROTOGRAM,217,EXCESS SPEED DRY SPOKEN ROTOGRAM,HYG9576,60,00:00:04,-7.007223,-34.83017,Bobby Cannavale ,83672.3,GHY10587,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,0.0,0.0,40/60
Free Road,10109,2020-02-05,08:39:13,PRE-INFRINGEMENT RAIN,222,PRE-INFRINGEMENT OF EXCESS SPEED WITH RAIN,HYX1348,60,00:00:03,-7.037042,-34.8434,Bobby Cannavale ,62356.7,XHY2359,2020-02,Morning,8,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,62356.7,0.0,40/60
Free Road,10109,2020-02-05,08:39:17,PRE-INFRINGEMENT RAIN,222,PRE-INFRINGEMENT OF EXCESS SPEED WITH RAIN,HYX1348,58,00:00:01,-7.03652,-34.84319,Bobby Cannavale ,62356.7,XHY2359,2020-02,Morning,8,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,62356.7,0.0,40/60
Free Road,10109,2020-02-05,08:39:22,PRE-INFRINGEMENT RAIN,222,PRE-INFRINGEMENT OF EXCESS SPEED WITH RAIN,HYX1348,58,00:00:01,-7.035893,-34.8429,Bobby Cannavale ,62356.7,XHY2359,2020-02,Morning,8,Região Nordeste,Paraíba,Cabedelo,Avenida Mar Báltico,62356.7,0.0,40/60
Free Road,10109,2020-02-05,08:39:25,PRE-INFRINGEMENT RAIN,222,PRE-INFRINGEMENT OF EXCESS SPEED WITH RAIN,HYX1348,58,00:00:01,-7.035505,-34.84272,Bobby Cannavale ,62356.7,XHY2359,2020-02,Morning,8,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,62356.7,0.0,40/60
Free Road,10109,2020-02-05,08:39:41,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,HYX1348,78,00:00:01,-7.032992,-34.8416,Bobby Cannavale ,62356.7,XHY2359,2020-02,Morning,8,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,62356.7,0.0,60/80
Free Road,10109,2020-02-05,08:39:45,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,HYX1348,79,00:00:01,-7.032284,-34.84128,Bobby Cannavale ,62356.7,XHY2359,2020-02,Morning,8,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,62356.7,0.0,60/80
Free Road,10109,2020-02-05,08:39:46,DRY SPEED EVENT,229,EXCESS SPEED DRY ROAD SECTION,HYX1348,82,00:00:02,-7.032108,-34.8412,Bobby Cannavale ,62356.7,XHY2359,2020-02,Morning,8,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,62357.2,0.5,over 80
Free Road,10109,2020-02-05,08:51:13,PRE-INFRINGEMENT RAIN,222,PRE-INFRINGEMENT OF EXCESS SPEED WITH RAIN,HYX1348,58,00:00:01,-6.993069,-34.82838,Bobby Cannavale ,62357.2,XHY2359,2020-02,Morning,8,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,62357.2,0.0,40/60
Free Road,10109,2020-02-05,08:51:16,PRE-INFRINGEMENT RAIN,222,PRE-INFRINGEMENT OF EXCESS SPEED WITH RAIN,HYX1348,60,00:00:01,-6.993516,-34.82829,Bobby Cannavale ,62357.2,XHY2359,2020-02,Morning,8,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,62357.3,0.1,40/60
Free Road,10109,2020-02-05,08:51:22,RAIN SPEED EVENT,228,EXCESS SPEED RAIL ROAD WITH RAIN,HYX1348,76,00:00:07,-6.994579,-34.82821,Bobby Cannavale ,62357.3,XHY2359,2020-02,Morning,8,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,62357.3,0.0,60/80
Free Road,10109,2020-02-05,08:51:23,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,HYX1348,78,00:00:01,-6.994769,-34.82821,Bobby Cannavale ,62357.3,XHY2359,2020-02,Morning,8,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,62357.3,0.0,60/80
Free Road,10109,2020-02-05,08:51:32,TELEMETRY,236,ABRUPT BRAKE,HYX1348,0,00:00:00,-6.995959,-34.82826,Bobby Cannavale ,62357.3,XHY2359,2020-02,Morning,8,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,62357.5,0.2,0/20
Free Road,10109,2020-02-05,09:07:07,DRY SPEED EVENT,229,EXCESS SPEED DRY ROAD SECTION,HYX1348,82,00:00:03,-7.017093,-34.8346,Bobby Cannavale ,62357.5,XHY2359,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,62357.6,0.1,over 80
Free Road,10109,2020-02-05,09:07:19,TELEMETRY,236,ABRUPT BRAKE,HYX1348,0,00:00:00,-7.018963,-34.83543,Bobby Cannavale ,62357.6,XHY2359,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,62357.7,0.1,0/20
Free Road,10109,2020-02-05,09:09:03,DRY SPEED EVENT,229,EXCESS SPEED DRY ROAD SECTION,HYX1348,81,00:00:01,-7.013075,-34.83248,Bobby Cannavale ,62357.7,XHY2359,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,62357.7,0.0,over 80
Free Road,10109,2020-02-05,09:09:04,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,HYX1348,80,00:00:01,-7.012896,-34.83239,Bobby Cannavale ,62357.7,XHY2359,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,62357.7,0.0,60/80
Free Road,10109,2020-02-05,09:09:06,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,HYX1348,80,00:00:01,-7.01254,-34.83223,Bobby Cannavale ,62357.7,XHY2359,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,62357.7,0.0,60/80
Free Road,10109,2020-02-05,09:09:08,DRY SPEED EVENT,229,EXCESS SPEED DRY ROAD SECTION,HYX1348,83,00:00:02,-7.012174,-34.83206,Bobby Cannavale ,62357.7,XHY2359,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,62357.7,0.0,over 80
Free Road,10109,2020-02-05,09:09:10,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,HYX1348,80,00:00:02,-7.011815,-34.8319,Bobby Cannavale ,62357.7,XHY2359,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,62357.7,0.0,60/80
Free Road,10109,2020-02-05,09:09:53,SPOKEN ROTOGRAM,217,EXCESS SPEED DRY SPOKEN ROTOGRAM,HYX1348,53,00:00:02,-7.007292,-34.83015,Bobby Cannavale ,62357.7,XHY2359,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,62357.9,0.2,40/60
Free Road,10109,2020-02-05,09:11:19,PRE-INFRINGEMENT RAIN,222,PRE-INFRINGEMENT OF EXCESS SPEED WITH RAIN,HYX1348,60,00:00:01,-6.998286,-34.82824,Bobby Cannavale ,62357.9,XHY2359,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,62357.9,0.0,40/60
Free Road,10109,2020-02-05,09:11:21,PRE-INFRINGEMENT RAIN,222,PRE-INFRINGEMENT OF EXCESS SPEED WITH RAIN,HYX1348,60,00:00:01,-6.997992,-34.82822,Bobby Cannavale ,62357.9,XHY2359,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,62357.9,0.0,40/60
Free Road,10109,2020-02-05,09:11:23,PRE-INFRINGEMENT RAIN,222,PRE-INFRINGEMENT OF EXCESS SPEED WITH RAIN,HYX1348,60,00:00:01,-6.997694,-34.82821,Bobby Cannavale ,62357.9,XHY2359,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,62357.9,0.0,40/60
Free Road,10109,2020-02-05,09:11:26,RAIN SPEED EVENT,228,EXCESS SPEED RAIL ROAD WITH RAIN,HYX1348,65,00:00:03,-6.997226,-34.82819,Bobby Cannavale ,62357.9,XHY2359,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,62357.9,0.0,60/80
Free Road,10109,2020-02-05,09:11:27,PRE-INFRINGEMENT RAIN,222,PRE-INFRINGEMENT OF EXCESS SPEED WITH RAIN,HYX1348,60,00:00:01,-6.997077,-34.82819,Bobby Cannavale ,62357.9,XHY2359,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,62357.9,0.0,40/60
Free Road,10109,2020-02-05,09:11:31,RAIN SPEED EVENT,228,EXCESS SPEED RAIL ROAD WITH RAIN,HYX1348,70,00:00:04,-6.996428,-34.82816,Bobby Cannavale ,62357.9,XHY2359,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,62357.9,0.0,60/80
Free Road,10109,2020-02-05,09:11:35,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,HYX1348,80,00:00:01,-6.995664,-34.82813,Bobby Cannavale ,62357.9,XHY2359,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,62357.9,0.0,60/80
Free Road,10109,2020-02-05,09:11:36,DRY SPEED EVENT,229,EXCESS SPEED DRY ROAD SECTION,HYX1348,81,00:00:01,-6.995464,-34.82813,Bobby Cannavale ,62357.9,XHY2359,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,62357.9,0.0,over 80
Free Road,10109,2020-02-05,09:11:37,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,HYX1348,80,00:00:01,-6.995266,-34.82812,Bobby Cannavale ,62357.9,XHY2359,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,62357.9,0.0,60/80
Free Road,10109,2020-02-05,09:11:42,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,HYX1348,80,00:00:01,-6.994299,-34.82814,Bobby Cannavale ,62357.9,XHY2359,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,62357.9,0.0,60/80
Free Road,10109,2020-02-05,09:11:45,DRY SPEED EVENT,229,EXCESS SPEED DRY ROAD SECTION,HYX1348,81,00:00:03,-6.993702,-34.82818,Bobby Cannavale ,62357.9,XHY2359,2020-02,Morning,9,Região Nordeste,Paraíba,Cabedelo,Rua Pastor José Alves de Oliveira,62740.2,382.3,over 80
Free Road,10109,2020-02-05,08:26:49,PRE-INFRINGEMENT RAIN,222,PRE-INFRINGEMENT OF EXCESS SPEED WITH RAIN,HYX1348,60,00:00:02,-7.01321,-34.83277,Bobby Cannavale ,62356.1,XHY2359,2020-02,Morning,8,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,62356.2,0.1,40/60
Free Road,10109,2020-02-05,08:27:18,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,HYX1348,81,00:00:05,-7.017954,-34.83484,Bobby Cannavale ,62356.2,XHY2359,2020-02,Morning,8,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,62356.2,0.0,over 80
Free Road,10109,2020-02-05,08:27:22,TELEMETRY,236,ABRUPT BRAKE,HYX1348,0,00:00:00,-7.018527,-34.83511,Bobby Cannavale ,62356.2,XHY2359,2020-02,Morning,8,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,62356.3,0.1,0/20
Free Road,10109,2020-02-05,08:28:01,RAIN SPEED EVENT,228,EXCESS SPEED RAIL ROAD WITH RAIN,HYX1348,67,00:00:11,-7.023785,-34.83748,Bobby Cannavale ,62356.3,XHY2359,2020-02,Morning,8,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,62356.3,0.0,60/80
Free Road,10109,2020-02-05,08:28:12,TELEMETRY,236,ABRUPT BRAKE,HYX1348,0,00:00:00,-7.025091,-34.83812,Bobby Cannavale ,62356.3,XHY2359,2020-02,Morning,8,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,62356.7,0.4,0/20
Free Road,10109,2020-02-07,15:40:06,SPOKEN ROTOGRAM,217,EXCESS SPEED DRY SPOKEN ROTOGRAM,PNZ5971,53,00:00:03,-7.064173,-34.85045,Bobby Cannavale ,11074.5,ZPN6982,2020-02,Afternoon,15,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,0.0,0.0,40/60
Free Road,10109,2020-02-07,15:32:56,TELEMETRY,236,ABRUPT BRAKE,PNZ5971,0,00:00:00,-7.011866,-34.83221,Bobby Cannavale ,11073.9,ZPN6982,2020-02,Afternoon,15,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,11074.0,0.1,0/20
Free Road,10109,2020-02-07,15:33:28,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,PNZ5971,80,00:00:01,-7.01633,-34.83411,Bobby Cannavale ,11074.0,ZPN6982,2020-02,Afternoon,15,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,11074.0,0.0,60/80
Free Road,10109,2020-02-07,15:33:34,DRY SPEED EVENT,229,EXCESS SPEED DRY ROAD SECTION,PNZ5971,84,00:00:06,-7.017469,-34.83463,Bobby Cannavale ,11074.0,ZPN6982,2020-02,Afternoon,15,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,11074.0,0.0,over 80
Free Road,10109,2020-02-07,15:33:35,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,PNZ5971,80,00:00:01,-7.017654,-34.83471,Bobby Cannavale ,11074.0,ZPN6982,2020-02,Afternoon,15,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,11074.1,0.1,60/80
Free Road,10109,2020-02-07,15:34:41,RAIN SPEED EVENT,228,EXCESS SPEED RAIL ROAD WITH RAIN,PNZ5971,65,00:00:14,-7.027529,-34.8392,Bobby Cannavale ,11074.1,ZPN6982,2020-02,Afternoon,15,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,11074.1,0.0,60/80
Free Road,10109,2020-02-07,15:34:42,PRE-INFRINGEMENT RAIN,222,PRE-INFRINGEMENT OF EXCESS SPEED WITH RAIN,PNZ5971,60,00:00:01,-7.027667,-34.83926,Bobby Cannavale ,11074.1,ZPN6982,2020-02,Afternoon,15,Região Nordeste,Paraíba,Cabedelo,Rodovia Governador Pedro Gondim,11074.5,0.4,40/60
Fly Down,10101,2020-02-27,12:57:37,SPOKEN ROTOGRAM,217,EXCESS SPEED DRY SPOKEN ROTOGRAM,ORS1834,41,00:00:02,-3.807169,-38.52433,Nick Cannon,36158.5,SOR2845,2020-02,Afternoon,12,Região Nordeste,Ceará,Fortaleza,Rotatória do Castelão,36158.8,0.3,40/60
Fly Down,10101,2020-02-27,13:08:23,RAIN SPEED EVENT,228,EXCESS SPEED RAIL ROAD WITH RAIN,ORS1834,64,00:00:02,-3.785611,-38.54728,Nick Cannon,36158.8,SOR2845,2020-02,Afternoon,13,Região Nordeste,Ceará,Fortaleza,Avenida Bernardo Manuel,36158.8,0.0,60/80
Fly Down,10101,2020-02-27,13:08:24,PRE-INFRINGEMENT RAIN,222,PRE-INFRINGEMENT OF EXCESS SPEED WITH RAIN,ORS1834,60,00:00:01,-3.785468,-38.54724,Nick Cannon,36158.8,SOR2845,2020-02,Afternoon,13,Região Nordeste,Ceará,Fortaleza,Avenida Bernardo Manuel,36159.0,0.2,40/60
Fly Down,10101,2020-02-27,13:12:00,RAIN SPEED EVENT,228,EXCESS SPEED RAIL ROAD WITH RAIN,ORS1834,86,00:00:12,-3.773449,-38.55077,Nick Cannon,36159.0,SOR2845,2020-02,Afternoon,13,Região Nordeste,Ceará,Fortaleza,Avenida Senador Carlos Jereissati,36159.0,0.0,over 80
Fly Down,10101,2020-02-27,13:12:03,DRY SPEED EVENT,229,EXCESS SPEED DRY ROAD SECTION,ORS1834,86,00:00:03,-3.77283,-38.55063,Nick Cannon,36159.0,SOR2845,2020-02,Afternoon,13,Região Nordeste,Ceará,Fortaleza,Avenida Senador Carlos Jereissati,36159.1,0.1,over 80
Fly Down,10101,2020-02-27,13:12:59,DRY SPEED EVENT,229,EXCESS SPEED DRY ROAD SECTION,ORS1834,89,00:00:06,-3.774527,-38.55084,Nick Cannon,36159.1,SOR2845,2020-02,Afternoon,13,Região Nordeste,Ceará,Fortaleza,Avenida Senador Carlos Jereissati,36159.1,0.0,over 80
Fly Down,10101,2020-02-27,13:13:17,TELEMETRY,236,ABRUPT BRAKE,ORS1834,0,00:00:00,-3.776722,-38.54905,Nick Cannon,36159.1,SOR2845,2020-02,Afternoon,13,Região Nordeste,Ceará,Fortaleza,Avenida Senador Carlos Jereissati,36159.2,0.1,0/20
Fly Down,10101,2020-02-27,13:14:08,RAIN SPEED EVENT,228,EXCESS SPEED RAIL ROAD WITH RAIN,ORS1834,62,00:00:02,-3.779883,-38.5435,Nick Cannon,36159.2,SOR2845,2020-02,Afternoon,13,Região Nordeste,Ceará,Fortaleza,Avenida Senador Carlos Jereissati,36159.2,0.0,60/80
Fly Down,10101,2020-02-27,13:14:09,PRE-INFRINGEMENT RAIN,222,PRE-INFRINGEMENT OF EXCESS SPEED WITH RAIN,ORS1834,60,00:00:01,-3.779931,-38.54335,Nick Cannon,36159.2,SOR2845,2020-02,Afternoon,13,Região Nordeste,Ceará,Fortaleza,Avenida Senador Carlos Jereissati,36159.3,0.1,40/60
Fly Down,10101,2020-02-27,13:14:59,PRE-INFRINGEMENT RAIN,222,PRE-INFRINGEMENT OF EXCESS SPEED WITH RAIN,ORS1834,60,00:00:01,-3.781844,-38.53705,Nick Cannon,36159.3,SOR2845,2020-02,Afternoon,13,Região Nordeste,Ceará,Fortaleza,Avenida Senador Carlos Jereissati,36159.3,0.0,40/60
Fly Down,10101,2020-02-27,13:15:02,RAIN SPEED EVENT,228,EXCESS SPEED RAIL ROAD WITH RAIN,ORS1834,62,00:00:03,-3.781979,-38.53661,Nick Cannon,36159.3,SOR2845,2020-02,Afternoon,13,Região Nordeste,Ceará,Fortaleza,Avenida Senador Carlos Jereissati,36159.3,0.0,60/80
Fly Down,10101,2020-02-27,13:15:09,RAIN SPEED EVENT,228,EXCESS SPEED RAIL ROAD WITH RAIN,ORS1834,62,00:00:01,-3.782273,-38.53563,Nick Cannon,36159.3,SOR2845,2020-02,Afternoon,13,Região Nordeste,Ceará,Fortaleza,Avenida Senador Carlos Jereissati,36159.4,0.1,60/80
Fly Down,10101,2020-02-27,13:15:33,DRY SPEED EVENT,229,EXCESS SPEED DRY ROAD SECTION,ORS1834,88,00:00:12,-3.78371,-38.53114,Nick Cannon,36159.4,SOR2845,2020-02,Afternoon,13,Região Nordeste,Ceará,Fortaleza,Avenida Senador Carlos Jereissati,36159.4,0.0,over 80
Fly Down,10101,2020-02-27,13:15:34,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,ORS1834,80,00:00:01,-3.783771,-38.53095,Nick Cannon,36159.4,SOR2845,2020-02,Afternoon,13,Região Nordeste,Ceará,Fortaleza,Avenida Senador Carlos Jereissati,36159.4,0.0,60/80
Fly Down,10101,2020-02-27,13:16:10,TELEMETRY,236,ABRUPT BRAKE,ORS1834,0,00:00:00,-3.784094,-38.52633,Nick Cannon,36159.4,SOR2845,2020-02,Afternoon,13,Região Nordeste,Ceará,Fortaleza,Avenida Senador Carlos Jereissati,36159.5,0.1,0/20
Fly Down,10101,2020-02-27,13:16:39,TELEMETRY,236,ABRUPT BRAKE,ORS1834,0,00:00:00,-3.783601,-38.52255,Nick Cannon,36159.5,SOR2845,2020-02,Afternoon,13,Região Nordeste,Ceará,Fortaleza,Rua João Fonseca,36159.5,0.0,0/20
Fly Down,10101,2020-02-27,13:16:55,TELEMETRY,236,ABRUPT BRAKE,ORS1834,0,00:00:00,-3.783987,-38.52047,Nick Cannon,36159.5,SOR2845,2020-02,Afternoon,13,Região Nordeste,Ceará,Fortaleza,Avenida Senador Carlos Jereissati,36159.6,0.1,0/20
